"type","flavor","state","index type","index","year"
"traditional","purchase-only","Delaware","index_sa",692.6,2012
"traditional","purchase-only","Delaware","index_nsa",719.61,2013
"traditional","purchase-only","Delaware","index_sa",717.74,2013
"traditional","purchase-only","Delaware","index_nsa",720.32,2014
"traditional","purchase-only","Delaware","index_sa",718.6,2014
"traditional","purchase-only","Delaware","index_nsa",742.28,2015
"traditional","purchase-only","Delaware","index_sa",740.59,2015
"traditional","purchase-only","Delaware","index_nsa",760.95,2016
"traditional","purchase-only","Delaware","index_sa",759.04,2016
"traditional","purchase-only","Delaware","index_nsa",776.98,2017
"traditional","purchase-only","Delaware","index_sa",775.08,2017
"traditional","purchase-only","Delaware","index_nsa",817.15,2018
"traditional","purchase-only","Delaware","index_sa",815.14,2018
"traditional","purchase-only","Delaware","index_nsa",843.66,2019
"traditional","purchase-only","Delaware","index_sa",841.65,2019
"traditional","purchase-only","Delaware","index_nsa",903.8,2020
"traditional","purchase-only","Delaware","index_sa",901.68,2020
"traditional","purchase-only","Delaware","index_nsa",1041.62,2021
"traditional","purchase-only","Delaware","index_sa",1039.22,2021
"traditional","purchase-only","Delaware","index_nsa",584.56,2022
"traditional","purchase-only","Delaware","index_sa",580.5,2022
"non-metro","all-transactions","Delaware","index_nsa",0,1975
"non-metro","all-transactions","Delaware","index_sa",0,1975
"non-metro","all-transactions","Delaware","index_nsa",0,1976
"non-metro","all-transactions","Delaware","index_sa",0,1976
"non-metro","all-transactions","Delaware","index_nsa",0,1977
"non-metro","all-transactions","Delaware","index_sa",0,1977
"non-metro","all-transactions","Delaware","index_nsa",0,1978
"non-metro","all-transactions","Delaware","index_sa",0,1978
"non-metro","all-transactions","Delaware","index_nsa",0,1979
"non-metro","all-transactions","Delaware","index_sa",0,1979
"non-metro","all-transactions","Delaware","index_nsa",0,1980
"non-metro","all-transactions","Delaware","index_sa",0,1980
"non-metro","all-transactions","Delaware","index_nsa",0,1981
"non-metro","all-transactions","Delaware","index_sa",0,1981
"non-metro","all-transactions","Delaware","index_nsa",0,1982
"non-metro","all-transactions","Delaware","index_sa",0,1982
"non-metro","all-transactions","Delaware","index_nsa",0,1983
"non-metro","all-transactions","Delaware","index_sa",0,1983
"non-metro","all-transactions","Delaware","index_nsa",0,1984
"non-metro","all-transactions","Delaware","index_sa",0,1984
"non-metro","all-transactions","Delaware","index_nsa",0,1985
"non-metro","all-transactions","Delaware","index_sa",0,1985
"non-metro","all-transactions","Delaware","index_nsa",0,1986
"non-metro","all-transactions","Delaware","index_sa",0,1986
"non-metro","all-transactions","Delaware","index_nsa",0,1987
"non-metro","all-transactions","Delaware","index_sa",0,1987
"non-metro","all-transactions","Delaware","index_nsa",0,1988
"non-metro","all-transactions","Delaware","index_sa",0,1988
"non-metro","all-transactions","Delaware","index_nsa",0,1989
"non-metro","all-transactions","Delaware","index_sa",0,1989
"non-metro","all-transactions","Delaware","index_nsa",0,1990
"non-metro","all-transactions","Delaware","index_sa",0,1990
"non-metro","all-transactions","Delaware","index_nsa",0,1991
"non-metro","all-transactions","Delaware","index_sa",0,1991
"non-metro","all-transactions","Delaware","index_nsa",0,1992
"non-metro","all-transactions","Delaware","index_sa",0,1992
"non-metro","all-transactions","Delaware","index_nsa",0,1993
"non-metro","all-transactions","Delaware","index_sa",0,1993
"non-metro","all-transactions","Delaware","index_nsa",0,1994
"non-metro","all-transactions","Delaware","index_sa",0,1994
"non-metro","all-transactions","Delaware","index_nsa",0,1995
"non-metro","all-transactions","Delaware","index_sa",0,1995
"non-metro","all-transactions","Delaware","index_nsa",0,1996
"non-metro","all-transactions","Delaware","index_sa",0,1996
"non-metro","all-transactions","Delaware","index_nsa",0,1997
"non-metro","all-transactions","Delaware","index_sa",0,1997
"non-metro","all-transactions","Delaware","index_nsa",0,1998
"non-metro","all-transactions","Delaware","index_sa",0,1998
"non-metro","all-transactions","Delaware","index_nsa",0,1999
"non-metro","all-transactions","Delaware","index_sa",0,1999
"non-metro","all-transactions","Delaware","index_nsa",0,2000
"non-metro","all-transactions","Delaware","index_sa",0,2000
"non-metro","all-transactions","Delaware","index_nsa",0,2001
"non-metro","all-transactions","Delaware","index_sa",0,2001
"non-metro","all-transactions","Delaware","index_nsa",0,2002
"non-metro","all-transactions","Delaware","index_sa",0,2002
"non-metro","all-transactions","Delaware","index_nsa",0,2003
"non-metro","all-transactions","Delaware","index_sa",0,2003
"non-metro","all-transactions","Delaware","index_nsa",0,2004
"non-metro","all-transactions","Delaware","index_sa",0,2004
"non-metro","all-transactions","Delaware","index_nsa",0,2005
"non-metro","all-transactions","Delaware","index_sa",0,2005
"non-metro","all-transactions","Delaware","index_nsa",0,2006
"non-metro","all-transactions","Delaware","index_sa",0,2006
"non-metro","all-transactions","Delaware","index_nsa",0,2007
"non-metro","all-transactions","Delaware","index_sa",0,2007
"non-metro","all-transactions","Delaware","index_nsa",0,2008
"non-metro","all-transactions","Delaware","index_sa",0,2008
"non-metro","all-transactions","Delaware","index_nsa",0,2009
"non-metro","all-transactions","Delaware","index_sa",0,2009
"non-metro","all-transactions","Delaware","index_nsa",0,2010
"non-metro","all-transactions","Delaware","index_sa",0,2010
"non-metro","all-transactions","Delaware","index_nsa",0,2011
"non-metro","all-transactions","Delaware","index_sa",0,2011
"non-metro","all-transactions","Delaware","index_nsa",0,2012
"non-metro","all-transactions","Delaware","index_sa",0,2012
"non-metro","all-transactions","Delaware","index_nsa",0,2013
"non-metro","all-transactions","Delaware","index_sa",0,2013
"non-metro","all-transactions","Delaware","index_nsa",0,2014
"non-metro","all-transactions","Delaware","index_sa",0,2014
"non-metro","all-transactions","Delaware","index_nsa",0,2015
"non-metro","all-transactions","Delaware","index_sa",0,2015
"non-metro","all-transactions","Delaware","index_nsa",0,2016
"non-metro","all-transactions","Delaware","index_sa",0,2016
"non-metro","all-transactions","Delaware","index_nsa",0,2017
"non-metro","all-transactions","Delaware","index_sa",0,2017
"non-metro","all-transactions","Delaware","index_nsa",0,2018
"non-metro","all-transactions","Delaware","index_sa",0,2018
"non-metro","all-transactions","Delaware","index_nsa",0,2019
"non-metro","all-transactions","Delaware","index_sa",0,2019
"non-metro","all-transactions","Delaware","index_nsa",0,2020
"non-metro","all-transactions","Delaware","index_sa",0,2020
"non-metro","all-transactions","Delaware","index_nsa",0,2021
"non-metro","all-transactions","Delaware","index_sa",0,2021
"non-metro","all-transactions","Delaware","index_nsa",0,2022
"non-metro","all-transactions","Delaware","index_sa",0,2022
"non-metro","expanded-data","Delaware","index_nsa",0,1975
"non-metro","expanded-data","Delaware","index_sa",0,1975
"non-metro","expanded-data","Delaware","index_nsa",0,1976
"non-metro","expanded-data","Delaware","index_sa",0,1976
"non-metro","expanded-data","Delaware","index_nsa",0,1977
"non-metro","expanded-data","Delaware","index_sa",0,1977
"non-metro","expanded-data","Delaware","index_nsa",0,1978
"non-metro","expanded-data","Delaware","index_sa",0,1978
"non-metro","expanded-data","Delaware","index_nsa",0,1979
"non-metro","expanded-data","Delaware","index_sa",0,1979
"non-metro","expanded-data","Delaware","index_nsa",0,1980
"non-metro","expanded-data","Delaware","index_sa",0,1980
"non-metro","expanded-data","Delaware","index_nsa",0,1981
"non-metro","expanded-data","Delaware","index_sa",0,1981
"non-metro","expanded-data","Delaware","index_nsa",0,1982
"non-metro","expanded-data","Delaware","index_sa",0,1982
"non-metro","expanded-data","Delaware","index_nsa",0,1983
"non-metro","expanded-data","Delaware","index_sa",0,1983
"non-metro","expanded-data","Delaware","index_nsa",0,1984
"non-metro","expanded-data","Delaware","index_sa",0,1984
"non-metro","expanded-data","Delaware","index_nsa",0,1985
"non-metro","expanded-data","Delaware","index_sa",0,1985
"non-metro","expanded-data","Delaware","index_nsa",0,1986
"non-metro","expanded-data","Delaware","index_sa",0,1986
"non-metro","expanded-data","Delaware","index_nsa",0,1987
"non-metro","expanded-data","Delaware","index_sa",0,1987
"non-metro","expanded-data","Delaware","index_nsa",0,1988
"non-metro","expanded-data","Delaware","index_sa",0,1988
"non-metro","expanded-data","Delaware","index_nsa",0,1989
"non-metro","expanded-data","Delaware","index_sa",0,1989
"non-metro","expanded-data","Delaware","index_nsa",0,1990
"non-metro","expanded-data","Delaware","index_sa",0,1990
"non-metro","expanded-data","Delaware","index_nsa",0,1991
"non-metro","expanded-data","Delaware","index_sa",0,1991
"non-metro","expanded-data","Delaware","index_nsa",0,1992
"non-metro","expanded-data","Delaware","index_sa",0,1992
"non-metro","expanded-data","Delaware","index_nsa",0,1993
"non-metro","expanded-data","Delaware","index_sa",0,1993
"non-metro","expanded-data","Delaware","index_nsa",0,1994
"non-metro","expanded-data","Delaware","index_sa",0,1994
"non-metro","expanded-data","Delaware","index_nsa",0,1995
"non-metro","expanded-data","Delaware","index_sa",0,1995
"non-metro","expanded-data","Delaware","index_nsa",0,1996
"non-metro","expanded-data","Delaware","index_sa",0,1996
"non-metro","expanded-data","Delaware","index_nsa",0,1997
"non-metro","expanded-data","Delaware","index_sa",0,1997
"non-metro","expanded-data","Delaware","index_nsa",0,1998
"non-metro","expanded-data","Delaware","index_sa",0,1998
"non-metro","expanded-data","Delaware","index_nsa",0,1999
"non-metro","expanded-data","Delaware","index_sa",0,1999
"non-metro","expanded-data","Delaware","index_nsa",0,2000
"non-metro","expanded-data","Delaware","index_sa",0,2000
"non-metro","expanded-data","Delaware","index_nsa",0,2001
"non-metro","expanded-data","Delaware","index_sa",0,2001
"non-metro","expanded-data","Delaware","index_nsa",0,2002
"non-metro","expanded-data","Delaware","index_sa",0,2002
"non-metro","expanded-data","Delaware","index_nsa",0,2003
"non-metro","expanded-data","Delaware","index_sa",0,2003
"non-metro","expanded-data","Delaware","index_nsa",0,2004
"non-metro","expanded-data","Delaware","index_sa",0,2004
"non-metro","expanded-data","Delaware","index_nsa",0,2005
"non-metro","expanded-data","Delaware","index_sa",0,2005
"non-metro","expanded-data","Delaware","index_nsa",0,2006
"non-metro","expanded-data","Delaware","index_sa",0,2006
"non-metro","expanded-data","Delaware","index_nsa",0,2007
"non-metro","expanded-data","Delaware","index_sa",0,2007
"non-metro","expanded-data","Delaware","index_nsa",0,2008
"non-metro","expanded-data","Delaware","index_sa",0,2008
"non-metro","expanded-data","Delaware","index_nsa",0,2009
"non-metro","expanded-data","Delaware","index_sa",0,2009
"non-metro","expanded-data","Delaware","index_nsa",0,2010
"non-metro","expanded-data","Delaware","index_sa",0,2010
"non-metro","expanded-data","Delaware","index_nsa",0,2011
"non-metro","expanded-data","Delaware","index_sa",0,2011
"non-metro","expanded-data","Delaware","index_nsa",0,2012
"non-metro","expanded-data","Delaware","index_sa",0,2012
"non-metro","expanded-data","Delaware","index_nsa",0,2013
"non-metro","expanded-data","Delaware","index_sa",0,2013
"non-metro","expanded-data","Delaware","index_nsa",0,2014
"non-metro","expanded-data","Delaware","index_sa",0,2014
"non-metro","expanded-data","Delaware","index_nsa",0,2015
"non-metro","expanded-data","Delaware","index_sa",0,2015
"non-metro","expanded-data","Delaware","index_nsa",0,2016
"non-metro","expanded-data","Delaware","index_sa",0,2016
"non-metro","expanded-data","Delaware","index_nsa",0,2017
"non-metro","expanded-data","Delaware","index_sa",0,2017
"non-metro","expanded-data","Delaware","index_nsa",0,2018
"non-metro","expanded-data","Delaware","index_sa",0,2018
"non-metro","expanded-data","Delaware","index_nsa",0,2019
"non-metro","expanded-data","Delaware","index_sa",0,2019
"non-metro","expanded-data","Delaware","index_nsa",0,2020
"non-metro","expanded-data","Delaware","index_sa",0,2020
"non-metro","expanded-data","Delaware","index_nsa",0,2021
"non-metro","expanded-data","Delaware","index_sa",0,2021
"non-metro","expanded-data","Delaware","index_nsa",0,2022
"non-metro","expanded-data","Delaware","index_sa",0,2022
"non-metro","purchase-only","Delaware","index_nsa",0,1975
"non-metro","purchase-only","Delaware","index_sa",0,1975
"non-metro","purchase-only","Delaware","index_nsa",0,1976
"non-metro","purchase-only","Delaware","index_sa",0,1976
"non-metro","purchase-only","Delaware","index_nsa",0,1977
"non-metro","purchase-only","Delaware","index_sa",0,1977
"non-metro","purchase-only","Delaware","index_nsa",0,1978
"non-metro","purchase-only","Delaware","index_sa",0,1978
"non-metro","purchase-only","Delaware","index_nsa",0,1979
"non-metro","purchase-only","Delaware","index_sa",0,1979
"non-metro","purchase-only","Delaware","index_nsa",0,1980
"non-metro","purchase-only","Delaware","index_sa",0,1980
"non-metro","purchase-only","Delaware","index_nsa",0,1981
"non-metro","purchase-only","Delaware","index_sa",0,1981
"non-metro","purchase-only","Delaware","index_nsa",0,1982
"non-metro","purchase-only","Delaware","index_sa",0,1982
"non-metro","purchase-only","Delaware","index_nsa",0,1983
"non-metro","purchase-only","Delaware","index_sa",0,1983
"non-metro","purchase-only","Delaware","index_nsa",0,1984
"non-metro","purchase-only","Delaware","index_sa",0,1984
"non-metro","purchase-only","Delaware","index_nsa",0,1985
"non-metro","purchase-only","Delaware","index_sa",0,1985
"non-metro","purchase-only","Delaware","index_nsa",0,1986
"non-metro","purchase-only","Delaware","index_sa",0,1986
"non-metro","purchase-only","Delaware","index_nsa",0,1987
"non-metro","purchase-only","Delaware","index_sa",0,1987
"non-metro","purchase-only","Delaware","index_nsa",0,1988
"non-metro","purchase-only","Delaware","index_sa",0,1988
"non-metro","purchase-only","Delaware","index_nsa",0,1989
"non-metro","purchase-only","Delaware","index_sa",0,1989
"non-metro","purchase-only","Delaware","index_nsa",0,1990
"non-metro","purchase-only","Delaware","index_sa",0,1990
"non-metro","purchase-only","Delaware","index_nsa",0,1991
"non-metro","purchase-only","Delaware","index_sa",0,1991
"non-metro","purchase-only","Delaware","index_nsa",0,1992
"non-metro","purchase-only","Delaware","index_sa",0,1992
"non-metro","purchase-only","Delaware","index_nsa",0,1993
"non-metro","purchase-only","Delaware","index_sa",0,1993
"non-metro","purchase-only","Delaware","index_nsa",0,1994
"non-metro","purchase-only","Delaware","index_sa",0,1994
"non-metro","purchase-only","Delaware","index_nsa",0,1995
"non-metro","purchase-only","Delaware","index_sa",0,1995
"non-metro","purchase-only","Delaware","index_nsa",0,1996
"non-metro","purchase-only","Delaware","index_sa",0,1996
"non-metro","purchase-only","Delaware","index_nsa",0,1997
"non-metro","purchase-only","Delaware","index_sa",0,1997
"non-metro","purchase-only","Delaware","index_nsa",0,1998
"non-metro","purchase-only","Delaware","index_sa",0,1998
"non-metro","purchase-only","Delaware","index_nsa",0,1999
"non-metro","purchase-only","Delaware","index_sa",0,1999
"non-metro","purchase-only","Delaware","index_nsa",0,2000
"non-metro","purchase-only","Delaware","index_sa",0,2000
"non-metro","purchase-only","Delaware","index_nsa",0,2001
"non-metro","purchase-only","Delaware","index_sa",0,2001
"non-metro","purchase-only","Delaware","index_nsa",0,2002
"non-metro","purchase-only","Delaware","index_sa",0,2002
"non-metro","purchase-only","Delaware","index_nsa",0,2003
"non-metro","purchase-only","Delaware","index_sa",0,2003
"non-metro","purchase-only","Delaware","index_nsa",0,2004
"non-metro","purchase-only","Delaware","index_sa",0,2004
"non-metro","purchase-only","Delaware","index_nsa",0,2005
"non-metro","purchase-only","Delaware","index_sa",0,2005
"non-metro","purchase-only","Delaware","index_nsa",0,2006
"non-metro","purchase-only","Delaware","index_sa",0,2006
"non-metro","purchase-only","Delaware","index_nsa",0,2007
"non-metro","purchase-only","Delaware","index_sa",0,2007
"non-metro","purchase-only","Delaware","index_nsa",0,2008
"non-metro","purchase-only","Delaware","index_sa",0,2008
"non-metro","purchase-only","Delaware","index_nsa",0,2009
"non-metro","purchase-only","Delaware","index_sa",0,2009
"non-metro","purchase-only","Delaware","index_nsa",0,2010
"non-metro","purchase-only","Delaware","index_sa",0,2010
"non-metro","purchase-only","Delaware","index_nsa",0,2011
"non-metro","purchase-only","Delaware","index_sa",0,2011
"non-metro","purchase-only","Delaware","index_nsa",0,2012
"non-metro","purchase-only","Delaware","index_sa",0,2012
"non-metro","purchase-only","Delaware","index_nsa",0,2013
"non-metro","purchase-only","Delaware","index_sa",0,2013
"non-metro","purchase-only","Delaware","index_nsa",0,2014
"non-metro","purchase-only","Delaware","index_sa",0,2014
"non-metro","purchase-only","Delaware","index_nsa",0,2015
"non-metro","purchase-only","Delaware","index_sa",0,2015
"non-metro","purchase-only","Delaware","index_nsa",0,2016
"non-metro","purchase-only","Delaware","index_sa",0,2016
"non-metro","purchase-only","Delaware","index_nsa",0,2017
"non-metro","purchase-only","Delaware","index_sa",0,2017
"non-metro","purchase-only","Delaware","index_nsa",0,2018
"non-metro","purchase-only","Delaware","index_sa",0,2018
"non-metro","purchase-only","Delaware","index_nsa",0,2019
"non-metro","purchase-only","Delaware","index_sa",0,2019
"non-metro","purchase-only","Delaware","index_nsa",0,2020
"non-metro","purchase-only","Delaware","index_sa",0,2020
"non-metro","purchase-only","Delaware","index_nsa",0,2021
"non-metro","purchase-only","Delaware","index_sa",0,2021
"non-metro","purchase-only","Delaware","index_nsa",0,2022
"non-metro","purchase-only","Delaware","index_sa",0,2022
"traditional","all-transactions","Florida","index_nsa",284.44,1975
"traditional","all-transactions","Florida","index_sa",NA,1975
"traditional","all-transactions","Florida","index_nsa",283.26,1976
"traditional","all-transactions","Florida","index_sa",NA,1976
"traditional","all-transactions","Florida","index_nsa",297.54,1977
"traditional","all-transactions","Florida","index_sa",NA,1977
"traditional","all-transactions","Florida","index_nsa",329.48,1978
"traditional","all-transactions","Florida","index_sa",NA,1978
"traditional","all-transactions","Florida","index_nsa",374.01,1979
"traditional","all-transactions","Florida","index_sa",NA,1979
"traditional","all-transactions","Florida","index_nsa",414.32,1980
"traditional","all-transactions","Florida","index_sa",NA,1980
"traditional","all-transactions","Florida","index_nsa",435.11,1981
"traditional","all-transactions","Florida","index_sa",NA,1981
"traditional","all-transactions","Florida","index_nsa",444.81,1982
"traditional","all-transactions","Florida","index_sa",NA,1982
"traditional","all-transactions","Florida","index_nsa",493.87,1983
"traditional","all-transactions","Florida","index_sa",NA,1983
"traditional","all-transactions","Florida","index_nsa",507,1984
"traditional","all-transactions","Florida","index_sa",NA,1984
"traditional","all-transactions","Florida","index_nsa",514.03,1985
"traditional","all-transactions","Florida","index_sa",NA,1985
"traditional","all-transactions","Florida","index_nsa",537.33,1986
"traditional","all-transactions","Florida","index_sa",NA,1986
"traditional","all-transactions","Florida","index_nsa",553.76,1987
"traditional","all-transactions","Florida","index_sa",NA,1987
"traditional","all-transactions","Florida","index_nsa",577.46,1988
"traditional","all-transactions","Florida","index_sa",NA,1988
"traditional","all-transactions","Florida","index_nsa",599.85,1989
"traditional","all-transactions","Florida","index_sa",NA,1989
"traditional","all-transactions","Florida","index_nsa",611.82,1990
"traditional","all-transactions","Florida","index_sa",NA,1990
"traditional","all-transactions","Florida","index_nsa",621.93,1991
"traditional","all-transactions","Florida","index_sa",NA,1991
"traditional","all-transactions","Florida","index_nsa",638.55,1992
"traditional","all-transactions","Florida","index_sa",NA,1992
"traditional","all-transactions","Florida","index_nsa",653.02,1993
"traditional","all-transactions","Florida","index_sa",NA,1993
"traditional","all-transactions","Florida","index_nsa",658.48,1994
"traditional","all-transactions","Florida","index_sa",NA,1994
"traditional","all-transactions","Florida","index_nsa",674.47,1995
"traditional","all-transactions","Florida","index_sa",NA,1995
"traditional","all-transactions","Florida","index_nsa",693.26,1996
"traditional","all-transactions","Florida","index_sa",NA,1996
"traditional","all-transactions","Florida","index_nsa",711.53,1997
"traditional","all-transactions","Florida","index_sa",NA,1997
"traditional","all-transactions","Florida","index_nsa",746.27,1998
"traditional","all-transactions","Florida","index_sa",NA,1998
"traditional","all-transactions","Florida","index_nsa",774.86,1999
"traditional","all-transactions","Florida","index_sa",NA,1999
"traditional","all-transactions","Florida","index_nsa",827.29,2000
"traditional","all-transactions","Florida","index_sa",NA,2000
"traditional","all-transactions","Florida","index_nsa",909.62,2001
"traditional","all-transactions","Florida","index_sa",NA,2001
"traditional","all-transactions","Florida","index_nsa",1002.55,2002
"traditional","all-transactions","Florida","index_sa",NA,2002
"traditional","all-transactions","Florida","index_nsa",1108.64,2003
"traditional","all-transactions","Florida","index_sa",NA,2003
"traditional","all-transactions","Florida","index_nsa",1299.65,2004
"traditional","all-transactions","Florida","index_sa",NA,2004
"traditional","all-transactions","Florida","index_nsa",1633.97,2005
"traditional","all-transactions","Florida","index_sa",NA,2005
"traditional","all-transactions","Florida","index_nsa",1892.81,2006
"traditional","all-transactions","Florida","index_sa",NA,2006
"traditional","all-transactions","Florida","index_nsa",1843.74,2007
"traditional","all-transactions","Florida","index_sa",NA,2007
"traditional","all-transactions","Florida","index_nsa",1528.25,2008
"traditional","all-transactions","Florida","index_sa",NA,2008
"traditional","all-transactions","Florida","index_nsa",1302.13,2009
"traditional","all-transactions","Florida","index_sa",NA,2009
"traditional","all-transactions","Florida","index_nsa",1175.61,2010
"traditional","all-transactions","Florida","index_sa",NA,2010
"traditional","all-transactions","Florida","index_nsa",1085.9,2011
"traditional","all-transactions","Florida","index_sa",NA,2011
"traditional","all-transactions","Florida","index_nsa",1079.36,2012
"traditional","all-transactions","Florida","index_sa",NA,2012
"traditional","all-transactions","Florida","index_nsa",1166.71,2013
"traditional","all-transactions","Florida","index_sa",NA,2013
"traditional","all-transactions","Florida","index_nsa",1275.37,2014
"traditional","all-transactions","Florida","index_sa",NA,2014
"traditional","all-transactions","Florida","index_nsa",1393.16,2015
"traditional","all-transactions","Florida","index_sa",NA,2015
"traditional","all-transactions","Florida","index_nsa",1520.92,2016
"traditional","all-transactions","Florida","index_sa",NA,2016
"traditional","all-transactions","Florida","index_nsa",1650.99,2017
"traditional","all-transactions","Florida","index_sa",NA,2017
"traditional","all-transactions","Florida","index_nsa",1776.91,2018
"traditional","all-transactions","Florida","index_sa",NA,2018
"traditional","all-transactions","Florida","index_nsa",1877.65,2019
"traditional","all-transactions","Florida","index_sa",NA,2019
"traditional","all-transactions","Florida","index_nsa",1994.84,2020
"traditional","all-transactions","Florida","index_sa",NA,2020
"traditional","all-transactions","Florida","index_nsa",2347.18,2021
"traditional","all-transactions","Florida","index_sa",NA,2021
"traditional","all-transactions","Florida","index_nsa",1411.78,2022
"traditional","all-transactions","Florida","index_sa",NA,2022
"traditional","expanded-data","Florida","index_nsa",0,1975
"traditional","expanded-data","Florida","index_sa",0,1975
"traditional","expanded-data","Florida","index_nsa",0,1976
"traditional","expanded-data","Florida","index_sa",0,1976
"traditional","expanded-data","Florida","index_nsa",0,1977
"traditional","expanded-data","Florida","index_sa",0,1977
"traditional","expanded-data","Florida","index_nsa",0,1978
"traditional","expanded-data","Florida","index_sa",0,1978
"traditional","expanded-data","Florida","index_nsa",0,1979
"traditional","expanded-data","Florida","index_sa",0,1979
"traditional","expanded-data","Florida","index_nsa",0,1980
"traditional","expanded-data","Florida","index_sa",0,1980
"traditional","expanded-data","Florida","index_nsa",0,1981
"traditional","expanded-data","Florida","index_sa",0,1981
"traditional","expanded-data","Florida","index_nsa",0,1982
"traditional","expanded-data","Florida","index_sa",0,1982
"traditional","expanded-data","Florida","index_nsa",0,1983
"traditional","expanded-data","Florida","index_sa",0,1983
"traditional","expanded-data","Florida","index_nsa",0,1984
"traditional","expanded-data","Florida","index_sa",0,1984
"traditional","expanded-data","Florida","index_nsa",0,1985
"traditional","expanded-data","Florida","index_sa",0,1985
"traditional","expanded-data","Florida","index_nsa",0,1986
"traditional","expanded-data","Florida","index_sa",0,1986
"traditional","expanded-data","Florida","index_nsa",0,1987
"traditional","expanded-data","Florida","index_sa",0,1987
"traditional","expanded-data","Florida","index_nsa",0,1988
"traditional","expanded-data","Florida","index_sa",0,1988
"traditional","expanded-data","Florida","index_nsa",0,1989
"traditional","expanded-data","Florida","index_sa",0,1989
"traditional","expanded-data","Florida","index_nsa",0,1990
"traditional","expanded-data","Florida","index_sa",0,1990
"traditional","expanded-data","Florida","index_nsa",400.35,1991
"traditional","expanded-data","Florida","index_sa",398.21,1991
"traditional","expanded-data","Florida","index_nsa",404.14,1992
"traditional","expanded-data","Florida","index_sa",401.99,1992
"traditional","expanded-data","Florida","index_nsa",411.47,1993
"traditional","expanded-data","Florida","index_sa",409.25,1993
"traditional","expanded-data","Florida","index_nsa",423.31,1994
"traditional","expanded-data","Florida","index_sa",421.05,1994
"traditional","expanded-data","Florida","index_nsa",435.01,1995
"traditional","expanded-data","Florida","index_sa",432.7,1995
"traditional","expanded-data","Florida","index_nsa",445.01,1996
"traditional","expanded-data","Florida","index_sa",442.66,1996
"traditional","expanded-data","Florida","index_nsa",454.28,1997
"traditional","expanded-data","Florida","index_sa",451.88,1997
"traditional","expanded-data","Florida","index_nsa",472.86,1998
"traditional","expanded-data","Florida","index_sa",470.38,1998
"traditional","expanded-data","Florida","index_nsa",496.91,1999
"traditional","expanded-data","Florida","index_sa",494.27,1999
"traditional","expanded-data","Florida","index_nsa",531.93,2000
"traditional","expanded-data","Florida","index_sa",529.09,2000
"traditional","expanded-data","Florida","index_nsa",576.02,2001
"traditional","expanded-data","Florida","index_sa",572.91,2001
"traditional","expanded-data","Florida","index_nsa",632.41,2002
"traditional","expanded-data","Florida","index_sa",628.99,2002
"traditional","expanded-data","Florida","index_nsa",705.72,2003
"traditional","expanded-data","Florida","index_sa",701.9,2003
"traditional","expanded-data","Florida","index_nsa",827.38,2004
"traditional","expanded-data","Florida","index_sa",822.82,2004
"traditional","expanded-data","Florida","index_nsa",1038.1,2005
"traditional","expanded-data","Florida","index_sa",1032.22,2005
"traditional","expanded-data","Florida","index_nsa",1175.25,2006
"traditional","expanded-data","Florida","index_sa",1168.57,2006
"traditional","expanded-data","Florida","index_nsa",1082.57,2007
"traditional","expanded-data","Florida","index_sa",1076.66,2007
"traditional","expanded-data","Florida","index_nsa",836.55,2008
"traditional","expanded-data","Florida","index_sa",832.23,2008
"traditional","expanded-data","Florida","index_nsa",661.07,2009
"traditional","expanded-data","Florida","index_sa",657.62,2009
"traditional","expanded-data","Florida","index_nsa",615.1,2010
"traditional","expanded-data","Florida","index_sa",611.99,2010
"traditional","expanded-data","Florida","index_nsa",586.39,2011
"traditional","expanded-data","Florida","index_sa",583.41,2011
"traditional","expanded-data","Florida","index_nsa",617.77,2012
"traditional","expanded-data","Florida","index_sa",614.66,2012
"traditional","expanded-data","Florida","index_nsa",692.66,2013
"traditional","expanded-data","Florida","index_sa",689.13,2013
"traditional","expanded-data","Florida","index_nsa",753.78,2014
"traditional","expanded-data","Florida","index_sa",749.89,2014
"traditional","expanded-data","Florida","index_nsa",823.08,2015
"traditional","expanded-data","Florida","index_sa",818.73,2015
"traditional","expanded-data","Florida","index_nsa",905.95,2016
"traditional","expanded-data","Florida","index_sa",901.15,2016
"traditional","expanded-data","Florida","index_nsa",985.6,2017
"traditional","expanded-data","Florida","index_sa",980.35,2017
"traditional","expanded-data","Florida","index_nsa",1058.96,2018
"traditional","expanded-data","Florida","index_sa",1053.28,2018
"traditional","expanded-data","Florida","index_nsa",1121.58,2019
"traditional","expanded-data","Florida","index_sa",1115.48,2019
"traditional","expanded-data","Florida","index_nsa",1211.84,2020
"traditional","expanded-data","Florida","index_sa",1205.25,2020
"traditional","expanded-data","Florida","index_nsa",1465.22,2021
"traditional","expanded-data","Florida","index_sa",1457.1,2021
"traditional","expanded-data","Florida","index_nsa",868.17,2022
"traditional","expanded-data","Florida","index_sa",865.02,2022
"traditional","purchase-only","Florida","index_nsa",0,1975
"traditional","purchase-only","Florida","index_sa",0,1975
"traditional","purchase-only","Florida","index_nsa",0,1976
"traditional","purchase-only","Florida","index_sa",0,1976
"traditional","purchase-only","Florida","index_nsa",0,1977
"traditional","purchase-only","Florida","index_sa",0,1977
"traditional","purchase-only","Florida","index_nsa",0,1978
"traditional","purchase-only","Florida","index_sa",0,1978
"traditional","purchase-only","Florida","index_nsa",0,1979
"traditional","purchase-only","Florida","index_sa",0,1979
