,CONCAT,State Name,Year,index_nsa
1898,Rhode Island_2001,Rhode Island,2001,1285.55
1899,Rhode Island_2002,Rhode Island,2002,1484.03
1900,Rhode Island_2003,Rhode Island,2003,1702.37
1901,Rhode Island_2004,Rhode Island,2004,2020.15
1902,Rhode Island_2005,Rhode Island,2005,2296.26
1903,Rhode Island_2006,Rhode Island,2006,2389.22
1904,Rhode Island_2007,Rhode Island,2007,2326.4
1905,Rhode Island_2008,Rhode Island,2008,2137.78
1906,Rhode Island_2009,Rhode Island,2009,1965.92
1907,Rhode Island_2010,Rhode Island,2010,1880.94
1908,Rhode Island_2011,Rhode Island,2011,1797.94
1909,Rhode Island_2012,Rhode Island,2012,1747.44
1910,Rhode Island_2013,Rhode Island,2013,1741.44
1911,Rhode Island_2014,Rhode Island,2014,1784.89
1912,Rhode Island_2015,Rhode Island,2015,1868.73
1913,Rhode Island_2016,Rhode Island,2016,1952.52
1914,Rhode Island_2017,Rhode Island,2017,2068.1
1915,Rhode Island_2018,Rhode Island,2018,2195.58
1916,Rhode Island_2019,Rhode Island,2019,2294.9
1917,Rhode Island_2020,Rhode Island,2020,2425.14
1918,Rhode Island_2021,Rhode Island,2021,2805.41
1919,Rhode Island_2022,Rhode Island,2022,1599.2
1920,South Carolina_1975,South Carolina,1975,286.9
1921,South Carolina_1976,South Carolina,1976,300.09
1922,South Carolina_1977,South Carolina,1977,318.71
1923,South Carolina_1978,South Carolina,1978,346.66
1924,South Carolina_1979,South Carolina,1979,387.23
1925,South Carolina_1980,South Carolina,1980,418.87
1926,South Carolina_1981,South Carolina,1981,462.45
1927,South Carolina_1982,South Carolina,1982,477.98
1928,South Carolina_1983,South Carolina,1983,490.46
1929,South Carolina_1984,South Carolina,1984,505.08
1930,South Carolina_1985,South Carolina,1985,526.58
1931,South Carolina_1986,South Carolina,1986,551.6
1932,South Carolina_1987,South Carolina,1987,578.48
1933,South Carolina_1988,South Carolina,1988,601.06
1934,South Carolina_1989,South Carolina,1989,624.72
1935,South Carolina_1990,South Carolina,1990,645.1
1936,South Carolina_1991,South Carolina,1991,662.92
1937,South Carolina_1992,South Carolina,1992,684.39
1938,South Carolina_1993,South Carolina,1993,702.59
1939,South Carolina_1994,South Carolina,1994,720.42
1940,South Carolina_1995,South Carolina,1995,745.13
1941,South Carolina_1996,South Carolina,1996,778.15
1942,South Carolina_1997,South Carolina,1997,812.35
1943,South Carolina_1998,South Carolina,1998,857.67
1944,South Carolina_1999,South Carolina,1999,902.5
1945,South Carolina_2000,South Carolina,2000,942.77
1946,South Carolina_2001,South Carolina,2001,1000.85
1947,South Carolina_2002,South Carolina,2002,1036.64
1948,South Carolina_2003,South Carolina,2003,1072.47
1949,South Carolina_2004,South Carolina,2004,1121.3
1950,South Carolina_2005,South Carolina,2005,1206.68
1951,South Carolina_2006,South Carolina,2006,1297.8
1952,South Carolina_2007,South Carolina,2007,1356.09
1953,South Carolina_2008,South Carolina,2008,1364.17
1954,South Carolina_2009,South Carolina,2009,1332.78
1955,South Carolina_2010,South Carolina,2010,1271.67
1956,South Carolina_2011,South Carolina,2011,1220.32
1957,South Carolina_2012,South Carolina,2012,1207.36
1958,South Carolina_2013,South Carolina,2013,1212.02
1959,South Carolina_2014,South Carolina,2014,1241.32
1960,South Carolina_2015,South Carolina,2015,1303.84
1961,South Carolina_2016,South Carolina,2016,1370.0
1962,South Carolina_2017,South Carolina,2017,1444.31
1963,South Carolina_2018,South Carolina,2018,1528.38
1964,South Carolina_2019,South Carolina,2019,1608.62
1965,South Carolina_2020,South Carolina,2020,1695.08
1966,South Carolina_2021,South Carolina,2021,1929.53
1967,South Carolina_2022,South Carolina,2022,1123.43
1968,South Dakota_1975,South Dakota,1975,274.31
1969,South Dakota_1976,South Dakota,1976,266.01
1970,South Dakota_1977,South Dakota,1977,293.99
1971,South Dakota_1978,South Dakota,1978,331.74
1972,South Dakota_1979,South Dakota,1979,370.33
1973,South Dakota_1980,South Dakota,1980,400.14
1974,South Dakota_1981,South Dakota,1981,381.74
1975,South Dakota_1982,South Dakota,1982,404.28
1976,South Dakota_1983,South Dakota,1983,422.24
1977,South Dakota_1984,South Dakota,1984,448.14
1978,South Dakota_1985,South Dakota,1985,444.13
1979,South Dakota_1986,South Dakota,1986,465.97
1980,South Dakota_1987,South Dakota,1987,476.18
1981,South Dakota_1988,South Dakota,1988,465.88
1982,South Dakota_1989,South Dakota,1989,478.96
1983,South Dakota_1990,South Dakota,1990,496.71
1984,South Dakota_1991,South Dakota,1991,522.61
1985,South Dakota_1992,South Dakota,1992,555.7
1986,South Dakota_1993,South Dakota,1993,593.34
1987,South Dakota_1994,South Dakota,1994,636.47
1988,South Dakota_1995,South Dakota,1995,664.21
1989,South Dakota_1996,South Dakota,1996,694.55
1990,South Dakota_1997,South Dakota,1997,722.16
1991,South Dakota_1998,South Dakota,1998,752.36
1992,South Dakota_1999,South Dakota,1999,777.75
1993,South Dakota_2000,South Dakota,2000,808.41
1994,South Dakota_2001,South Dakota,2001,851.1
1995,South Dakota_2002,South Dakota,2002,888.03
1996,South Dakota_2003,South Dakota,2003,924.94
1997,South Dakota_2004,South Dakota,2004,977.8
1998,South Dakota_2005,South Dakota,2005,1046.25
1999,South Dakota_2006,South Dakota,2006,1095.76
2000,South Dakota_2007,South Dakota,2007,1138.88
2001,South Dakota_2008,South Dakota,2008,1167.98
2002,South Dakota_2009,South Dakota,2009,1172.97
2003,South Dakota_2010,South Dakota,2010,1162.48
2004,South Dakota_2011,South Dakota,2011,1165.09
2005,South Dakota_2012,South Dakota,2012,1184.99
2006,South Dakota_2013,South Dakota,2013,1226.18
2007,South Dakota_2014,South Dakota,2014,1261.54
2008,South Dakota_2015,South Dakota,2015,1315.58
2009,South Dakota_2016,South Dakota,2016,1373.31
2010,South Dakota_2017,South Dakota,2017,1441.57
2011,South Dakota_2018,South Dakota,2018,1507.82
2012,South Dakota_2019,South Dakota,2019,1574.51
2013,South Dakota_2020,South Dakota,2020,1652.51
2014,South Dakota_2021,South Dakota,2021,1875.79
2015,South Dakota_2022,South Dakota,2022,1075.35
2016,Tennessee_1975,Tennessee,1975,275.51
2017,Tennessee_1976,Tennessee,1976,281.69
2018,Tennessee_1977,Tennessee,1977,310.32
2019,Tennessee_1978,Tennessee,1978,345.8
2020,Tennessee_1979,Tennessee,1979,375.55
2021,Tennessee_1980,Tennessee,1980,399.94
2022,Tennessee_1981,Tennessee,1981,408.8
2023,Tennessee_1982,Tennessee,1982,414.23
2024,Tennessee_1983,Tennessee,1983,446.85
2025,Tennessee_1984,Tennessee,1984,454.88
2026,Tennessee_1985,Tennessee,1985,492.76
2027,Tennessee_1986,Tennessee,1986,525.98
2028,Tennessee_1987,Tennessee,1987,562.01
2029,Tennessee_1988,Tennessee,1988,577.4
2030,Tennessee_1989,Tennessee,1989,585.13
2031,Tennessee_1990,Tennessee,1990,588.04
2032,Tennessee_1991,Tennessee,1991,596.34
2033,Tennessee_1992,Tennessee,1992,615.44
2034,Tennessee_1993,Tennessee,1993,636.09
2035,Tennessee_1994,Tennessee,1994,667.26
2036,Tennessee_1995,Tennessee,1995,705.74
2037,Tennessee_1996,Tennessee,1996,744.29
2038,Tennessee_1997,Tennessee,1997,777.52
2039,Tennessee_1998,Tennessee,1998,817.93
2040,Tennessee_1999,Tennessee,1999,844.21
2041,Tennessee_2000,Tennessee,2000,867.04
2042,Tennessee_2001,Tennessee,2001,909.24
2043,Tennessee_2002,Tennessee,2002,935.67
2044,Tennessee_2003,Tennessee,2003,967.22
2045,Tennessee_2004,Tennessee,2004,1006.87
2046,Tennessee_2005,Tennessee,2005,1072.25
2047,Tennessee_2006,Tennessee,2006,1148.67
2048,Tennessee_2007,Tennessee,2007,1202.02
2049,Tennessee_2008,Tennessee,2008,1206.51
2050,Tennessee_2009,Tennessee,2009,1184.73
2051,Tennessee_2010,Tennessee,2010,1150.47
2052,Tennessee_2011,Tennessee,2011,1119.98
2053,Tennessee_2012,Tennessee,2012,1118.43
2054,Tennessee_2013,Tennessee,2013,1136.53
2055,Tennessee_2014,Tennessee,2014,1178.18
2056,Tennessee_2015,Tennessee,2015,1236.37
2057,Tennessee_2016,Tennessee,2016,1309.73
2058,Tennessee_2017,Tennessee,2017,1400.71
2059,Tennessee_2018,Tennessee,2018,1497.94
2060,Tennessee_2019,Tennessee,2019,1584.06
2061,Tennessee_2020,Tennessee,2020,1683.02
2062,Tennessee_2021,Tennessee,2021,1959.37
2063,Tennessee_2022,Tennessee,2022,1163.11
2064,Texas_1975,Texas,1975,229.57
2065,Texas_1976,Texas,1976,248.57
2066,Texas_1977,Texas,1977,280.15
2067,Texas_1978,Texas,1978,322.35
2068,Texas_1979,Texas,1979,374.35
2069,Texas_1980,Texas,1980,413.99
2070,Texas_1981,Texas,1981,442.26
2071,Texas_1982,Texas,1982,480.53
2072,Texas_1983,Texas,1983,503.37
2073,Texas_1984,Texas,1984,508.0
2074,Texas_1985,Texas,1985,508.59
2075,Texas_1986,Texas,1986,516.32
2076,Texas_1987,Texas,1987,482.78
2077,Texas_1988,Texas,1988,458.36
2078,Texas_1989,Texas,1989,460.56
2079,Texas_1990,Texas,1990,467.61
2080,Texas_1991,Texas,1991,478.51
2081,Texas_1992,Texas,1992,495.42
2082,Texas_1993,Texas,1993,509.76
2083,Texas_1994,Texas,1994,520.12
2084,Texas_1995,Texas,1995,529.06
2085,Texas_1996,Texas,1996,542.84
2086,Texas_1997,Texas,1997,554.48
2087,Texas_1998,Texas,1998,581.43
2088,Texas_1999,Texas,1999,612.83
2089,Texas_2000,Texas,2000,650.26
2090,Texas_2001,Texas,2001,693.47
2091,Texas_2002,Texas,2002,718.12
2092,Texas_2003,Texas,2003,740.21
2093,Texas_2004,Texas,2004,760.54
2094,Texas_2005,Texas,2005,794.11
2095,Texas_2006,Texas,2006,839.05
2096,Texas_2007,Texas,2007,882.34
2097,Texas_2008,Texas,2008,898.42
2098,Texas_2009,Texas,2009,899.76
2099,Texas_2010,Texas,2010,888.76
2100,Texas_2011,Texas,2011,876.42
2101,Texas_2012,Texas,2012,889.23
2102,Texas_2013,Texas,2013,928.92
2103,Texas_2014,Texas,2014,995.41
2104,Texas_2015,Texas,2015,1067.73
2105,Texas_2016,Texas,2016,1143.99
2106,Texas_2017,Texas,2017,1225.75
2107,Texas_2018,Texas,2018,1299.22
2108,Texas_2019,Texas,2019,1361.61
2109,Texas_2020,Texas,2020,1424.38
2110,Texas_2021,Texas,2021,1631.32
2111,Texas_2022,Texas,2022,953.29
2112,Utah_1975,Utah,1975,228.42
2113,Utah_1976,Utah,1976,251.73
2114,Utah_1977,Utah,1977,290.46
2115,Utah_1978,Utah,1978,342.92
2116,Utah_1979,Utah,1979,389.84
2117,Utah_1980,Utah,1980,406.22
2118,Utah_1981,Utah,1981,434.97
2119,Utah_1982,Utah,1982,440.93
2120,Utah_1983,Utah,1983,453.88
2121,Utah_1984,Utah,1984,453.28
2122,Utah_1985,Utah,1985,464.09
2123,Utah_1986,Utah,1986,474.18
2124,Utah_1987,Utah,1987,463.52
2125,Utah_1988,Utah,1988,451.54
2126,Utah_1989,Utah,1989,457.56
2127,Utah_1990,Utah,1990,472.39
2128,Utah_1991,Utah,1991,499.99
2129,Utah_1992,Utah,1992,532.55
2130,Utah_1993,Utah,1993,590.73
2131,Utah_1994,Utah,1994,688.96
2132,Utah_1995,Utah,1995,769.91
2133,Utah_1996,Utah,1996,836.67
2134,Utah_1997,Utah,1997,887.97
2135,Utah_1998,Utah,1998,933.46
2136,Utah_1999,Utah,1999,944.73
2137,Utah_2000,Utah,2000,954.25
2138,Utah_2001,Utah,2001,995.66
2139,Utah_2002,Utah,2002,1008.83
2140,Utah_2003,Utah,2003,1025.72
2141,Utah_2004,Utah,2004,1057.89
2142,Utah_2005,Utah,2005,1159.42
2143,Utah_2006,Utah,2006,1341.89
2144,Utah_2007,Utah,2007,1505.95
2145,Utah_2008,Utah,2008,1487.27
2146,Utah_2009,Utah,2009,1369.89
2147,Utah_2010,Utah,2010,1284.88
2148,Utah_2011,Utah,2011,1216.11
2149,Utah_2012,Utah,2012,1235.11
2150,Utah_2013,Utah,2013,1320.0
2151,Utah_2014,Utah,2014,1396.79
2152,Utah_2015,Utah,2015,1474.59
2153,Utah_2016,Utah,2016,1581.02
2154,Utah_2017,Utah,2017,1717.35
2155,Utah_2018,Utah,2018,1875.93
2156,Utah_2019,Utah,2019,2015.57
2157,Utah_2020,Utah,2020,2164.42
2158,Utah_2021,Utah,2021,2644.29
2159,Utah_2022,Utah,2022,1566.32
2160,Virginia_1975,Virginia,1975,271.7
2161,Virginia_1976,Virginia,1976,280.46
2162,Virginia_1977,Virginia,1977,304.31
2163,Virginia_1978,Virginia,1978,339.09
2164,Virginia_1979,Virginia,1979,371.23
2165,Virginia_1980,Virginia,1980,409.7
2166,Virginia_1981,Virginia,1981,427.67
2167,Virginia_1982,Virginia,1982,423.85
2168,Virginia_1983,Virginia,1983,470.85
2169,Virginia_1984,Virginia,1984,493.94
2170,Virginia_1985,Virginia,1985,520.87
2171,Virginia_1986,Virginia,1986,553.89
2172,Virginia_1987,Virginia,1987,611.93
2173,Virginia_1988,Virginia,1988,688.03
2174,Virginia_1989,Virginia,1989,743.78
2175,Virginia_1990,Virginia,1990,754.4
2176,Virginia_1991,Virginia,1991,753.76
2177,Virginia_1992,Virginia,1992,766.11
2178,Virginia_1993,Virginia,1993,774.07
2179,Virginia_1994,Virginia,1994,778.51
2180,Virginia_1995,Virginia,1995,787.38
2181,Virginia_1996,Virginia,1996,803.52
2182,Virginia_1997,Virginia,1997,819.09
2183,Virginia_1998,Virginia,1998,844.67
2184,Virginia_1999,Virginia,1999,883.4
2185,Virginia_2000,Virginia,2000,944.48
2186,Virginia_2001,Virginia,2001,1026.33
2187,Virginia_2002,Virginia,2002,1115.61
2188,Virginia_2003,Virginia,2003,1207.11
2189,Virginia_2004,Virginia,2004,1387.89
2190,Virginia_2005,Virginia,2005,1655.93
2191,Virginia_2006,Virginia,2006,1829.5
2192,Virginia_2007,Virginia,2007,1861.71
2193,Virginia_2008,Virginia,2008,1770.63
2194,Virginia_2009,Virginia,2009,1674.64
2195,Virginia_2010,Virginia,2010,1611.73
2196,Virginia_2011,Virginia,2011,1567.66
2197,Virginia_2012,Virginia,2012,1563.9
2198,Virginia_2013,Virginia,2013,1586.75
2199,Virginia_2014,Virginia,2014,1625.87
2200,Virginia_2015,Virginia,2015,1672.45
2201,Virginia_2016,Virginia,2016,1712.53
2202,Virginia_2017,Virginia,2017,1763.62
2203,Virginia_2018,Virginia,2018,1822.79
2204,Virginia_2019,Virginia,2019,1895.8
2205,Virginia_2020,Virginia,2020,1988.29
2206,Virginia_2021,Virginia,2021,2217.37
2207,Virginia_2022,Virginia,2022,1244.17
2208,Vermont_1975,Vermont,1975,294.17
2209,Vermont_1976,Vermont,1976,335.36
2210,Vermont_1977,Vermont,1977,350.45
2211,Vermont_1978,Vermont,1978,370.96
2212,Vermont_1979,Vermont,1979,386.55
2213,Vermont_1980,Vermont,1980,415.18
2214,Vermont_1981,Vermont,1981,383.01
2215,Vermont_1982,Vermont,1982,461.46
2216,Vermont_1983,Vermont,1983,473.08
2217,Vermont_1984,Vermont,1984,498.76
2218,Vermont_1985,Vermont,1985,539.11
2219,Vermont_1986,Vermont,1986,601.75
2220,Vermont_1987,Vermont,1987,687.2
2221,Vermont_1988,Vermont,1988,786.0
2222,Vermont_1989,Vermont,1989,852.46
2223,Vermont_1990,Vermont,1990,863.38
2224,Vermont_1991,Vermont,1991,853.67
2225,Vermont_1992,Vermont,1992,861.56
2226,Vermont_1993,Vermont,1993,869.48
2227,Vermont_1994,Vermont,1994,871.42
2228,Vermont_1995,Vermont,1995,877.64
2229,Vermont_1996,Vermont,1996,889.41
2230,Vermont_1997,Vermont,1997,898.19
2231,Vermont_1998,Vermont,1998,919.52
2232,Vermont_1999,Vermont,1999,958.93
2233,Vermont_2000,Vermont,2000,1028.82
2234,Vermont_2001,Vermont,2001,1108.07
2235,Vermont_2002,Vermont,2002,1192.84
2236,Vermont_2003,Vermont,2003,1279.62
2237,Vermont_2004,Vermont,2004,1451.52
2238,Vermont_2005,Vermont,2005,1654.17
2239,Vermont_2006,Vermont,2006,1786.56
2240,Vermont_2007,Vermont,2007,1832.78
2241,Vermont_2008,Vermont,2008,1829.22
2242,Vermont_2009,Vermont,2009,1788.1
2243,Vermont_2010,Vermont,2010,1762.98
2244,Vermont_2011,Vermont,2011,1747.14
2245,Vermont_2012,Vermont,2012,1751.01
2246,Vermont_2013,Vermont,2013,1749.77
2247,Vermont_2014,Vermont,2014,1749.5
2248,Vermont_2015,Vermont,2015,1781.53
2249,Vermont_2016,Vermont,2016,1806.4
2250,Vermont_2017,Vermont,2017,1847.43
2251,Vermont_2018,Vermont,2018,1903.23
2252,Vermont_2019,Vermont,2019,1974.0
2253,Vermont_2020,Vermont,2020,2075.6
2254,Vermont_2021,Vermont,2021,2367.37
2255,Vermont_2022,Vermont,2022,1341.43
2256,Washington_1975,Washington,1975,191.13
2257,Washington_1976,Washington,1976,218.26
2258,Washington_1977,Washington,1977,260.71
2259,Washington_1978,Washington,1978,324.83
2260,Washington_1979,Washington,1979,376.67
2261,Washington_1980,Washington,1980,405.54
2262,Washington_1981,Washington,1981,412.89
2263,Washington_1982,Washington,1982,377.37
2264,Washington_1983,Washington,1983,418.26
2265,Washington_1984,Washington,1984,433.61
2266,Washington_1985,Washington,1985,445.1
2267,Washington_1986,Washington,1986,458.28
2268,Washington_1987,Washington,1987,473.7
2269,Washington_1988,Washington,1988,499.9
2270,Washington_1989,Washington,1989,567.68
2271,Washington_1990,Washington,1990,691.82
2272,Washington_1991,Washington,1991,737.92
2273,Washington_1992,Washington,1992,768.56
2274,Washington_1993,Washington,1993,798.94
2275,Washington_1994,Washington,1994,837.05
2276,Washington_1995,Washington,1995,865.56
2277,Washington_1996,Washington,1996,892.47
2278,Washington_1997,Washington,1997,928.37
2279,Washington_1998,Washington,1998,991.18
2280,Washington_1999,Washington,1999,1043.2
2281,Washington_2000,Washington,2000,1097.59
2282,Washington_2001,Washington,2001,1164.97
2283,Washington_2002,Washington,2002,1215.85
2284,Washington_2003,Washington,2003,1268.65
2285,Washington_2004,Washington,2004,1389.32
2286,Washington_2005,Washington,2005,1610.94
2287,Washington_2006,Washington,2006,1862.53
2288,Washington_2007,Washington,2007,1992.5
2289,Washington_2008,Washington,2008,1939.85
2290,Washington_2009,Washington,2009,1775.62
2291,Washington_2010,Washington,2010,1656.9
2292,Washington_2011,Washington,2011,1547.87
2293,Washington_2012,Washington,2012,1525.04
2294,Washington_2013,Washington,2013,1602.78
2295,Washington_2014,Washington,2014,1712.28
2296,Washington_2015,Washington,2015,1851.3
2297,Washington_2016,Washington,2016,2042.18
2298,Washington_2017,Washington,2017,2255.12
2299,Washington_2018,Washington,2018,2468.5
2300,Washington_2019,Washington,2019,2605.63
2301,Washington_2020,Washington,2020,2783.49
2302,Washington_2021,Washington,2021,3257.24
2303,Washington_2022,Washington,2022,1888.16
2304,Wisconsin_1975,Wisconsin,1975,258.21
2305,Wisconsin_1976,Wisconsin,1976,266.97
2306,Wisconsin_1977,Wisconsin,1977,307.96
2307,Wisconsin_1978,Wisconsin,1978,355.8
2308,Wisconsin_1979,Wisconsin,1979,396.17
2309,Wisconsin_1980,Wisconsin,1980,407.6
2310,Wisconsin_1981,Wisconsin,1981,400.15
2311,Wisconsin_1982,Wisconsin,1982,380.73
2312,Wisconsin_1983,Wisconsin,1983,422.25
2313,Wisconsin_1984,Wisconsin,1984,428.57
2314,Wisconsin_1985,Wisconsin,1985,439.44
2315,Wisconsin_1986,Wisconsin,1986,454.67
2316,Wisconsin_1987,Wisconsin,1987,469.88
2317,Wisconsin_1988,Wisconsin,1988,492.31
2318,Wisconsin_1989,Wisconsin,1989,519.24
2319,Wisconsin_1990,Wisconsin,1990,545.97
2320,Wisconsin_1991,Wisconsin,1991,572.13
2321,Wisconsin_1992,Wisconsin,1992,602.91
2322,Wisconsin_1993,Wisconsin,1993,633.15
2323,Wisconsin_1994,Wisconsin,1994,689.03
2324,Wisconsin_1995,Wisconsin,1995,731.12
2325,Wisconsin_1996,Wisconsin,1996,764.81
2326,Wisconsin_1997,Wisconsin,1997,798.81
2327,Wisconsin_1998,Wisconsin,1998,829.81
2328,Wisconsin_1999,Wisconsin,1999,871.54
2329,Wisconsin_2000,Wisconsin,2000,924.83
2330,Wisconsin_2001,Wisconsin,2001,973.51
2331,Wisconsin_2002,Wisconsin,2002,1022.57
2332,Wisconsin_2003,Wisconsin,2003,1071.48
2333,Wisconsin_2004,Wisconsin,2004,1158.25
2334,Wisconsin_2005,Wisconsin,2005,1248.52
2335,Wisconsin_2006,Wisconsin,2006,1290.74
2336,Wisconsin_2007,Wisconsin,2007,1307.19
2337,Wisconsin_2008,Wisconsin,2008,1285.9
2338,Wisconsin_2009,Wisconsin,2009,1248.23
2339,Wisconsin_2010,Wisconsin,2010,1210.24
2340,Wisconsin_2011,Wisconsin,2011,1173.98
2341,Wisconsin_2012,Wisconsin,2012,1164.87
2342,Wisconsin_2013,Wisconsin,2013,1162.74
2343,Wisconsin_2014,Wisconsin,2014,1178.63
2344,Wisconsin_2015,Wisconsin,2015,1218.19
2345,Wisconsin_2016,Wisconsin,2016,1266.69
2346,Wisconsin_2017,Wisconsin,2017,1329.92
2347,Wisconsin_2018,Wisconsin,2018,1402.03
2348,Wisconsin_2019,Wisconsin,2019,1468.81
2349,Wisconsin_2020,Wisconsin,2020,1534.47
2350,Wisconsin_2021,Wisconsin,2021,1713.38
2351,Wisconsin_2022,Wisconsin,2022,962.88
2352,West Virginia_1975,West Virginia,1975,248.56
2353,West Virginia_1976,West Virginia,1976,260.41
2354,West Virginia_1977,West Virginia,1977,311.88
2355,West Virginia_1978,West Virginia,1978,333.24
2356,West Virginia_1979,West Virginia,1979,355.91
2357,West Virginia_1980,West Virginia,1980,425.24
2358,West Virginia_1981,West Virginia,1981,412.29
2359,West Virginia_1982,West Virginia,1982,352.85
2360,West Virginia_1983,West Virginia,1983,375.74
2361,West Virginia_1984,West Virginia,1984,372.83
2362,West Virginia_1985,West Virginia,1985,368.44
2363,West Virginia_1986,West Virginia,1986,385.96
2364,West Virginia_1987,West Virginia,1987,389.33
2365,West Virginia_1988,West Virginia,1988,393.1
2366,West Virginia_1989,West Virginia,1989,402.78
2367,West Virginia_1990,West Virginia,1990,413.15
2368,West Virginia_1991,West Virginia,1991,427.01
2369,West Virginia_1992,West Virginia,1992,447.59
2370,West Virginia_1993,West Virginia,1993,468.97
2371,West Virginia_1994,West Virginia,1994,494.08
2372,West Virginia_1995,West Virginia,1995,516.76
2373,West Virginia_1996,West Virginia,1996,535.45
2374,West Virginia_1997,West Virginia,1997,551.37
2375,West Virginia_1998,West Virginia,1998,578.24
2376,West Virginia_1999,West Virginia,1999,588.91
2377,West Virginia_2000,West Virginia,2000,598.24
2378,West Virginia_2001,West Virginia,2001,630.67
2379,West Virginia_2002,West Virginia,2002,652.5
2380,West Virginia_2003,West Virginia,2003,677.14
2381,West Virginia_2004,West Virginia,2004,719.27
2382,West Virginia_2005,West Virginia,2005,789.81
2383,West Virginia_2006,West Virginia,2006,836.16
2384,West Virginia_2007,West Virginia,2007,853.55
2385,West Virginia_2008,West Virginia,2008,849.57
2386,West Virginia_2009,West Virginia,2009,833.03
2387,West Virginia_2010,West Virginia,2010,822.37
2388,West Virginia_2011,West Virginia,2011,809.75
2389,West Virginia_2012,West Virginia,2012,814.09
2390,West Virginia_2013,West Virginia,2013,825.7
2391,West Virginia_2014,West Virginia,2014,841.95
2392,West Virginia_2015,West Virginia,2015,861.62
2393,West Virginia_2016,West Virginia,2016,878.46
2394,West Virginia_2017,West Virginia,2017,887.15
2395,West Virginia_2018,West Virginia,2018,908.84
2396,West Virginia_2019,West Virginia,2019,930.1
2397,West Virginia_2020,West Virginia,2020,969.55
2398,West Virginia_2021,West Virginia,2021,1062.48
2399,West Virginia_2022,West Virginia,2022,580.18
2400,Wyoming_1975,Wyoming,1975,201.19
2401,Wyoming_1976,Wyoming,1976,231.5
2402,Wyoming_1977,Wyoming,1977,266.64
2403,Wyoming_1978,Wyoming,1978,311.04
2404,Wyoming_1979,Wyoming,1979,374.52
2405,Wyoming_1980,Wyoming,1980,394.27
2406,Wyoming_1981,Wyoming,1981,436.11
2407,Wyoming_1982,Wyoming,1982,440.61
2408,Wyoming_1983,Wyoming,1983,419.15
2409,Wyoming_1984,Wyoming,1984,390.59
2410,Wyoming_1985,Wyoming,1985,380.89
2411,Wyoming_1986,Wyoming,1986,380.85
2412,Wyoming_1987,Wyoming,1987,342.68
2413,Wyoming_1988,Wyoming,1988,320.13
2414,Wyoming_1989,Wyoming,1989,327.69
2415,Wyoming_1990,Wyoming,1990,354.3
2416,Wyoming_1991,Wyoming,1991,374.16
2417,Wyoming_1992,Wyoming,1992,397.53
2418,Wyoming_1993,Wyoming,1993,428.8
2419,Wyoming_1994,Wyoming,1994,472.94
2420,Wyoming_1995,Wyoming,1995,508.98
2421,Wyoming_1996,Wyoming,1996,534.77
2422,Wyoming_1997,Wyoming,1997,551.08
2423,Wyoming_1998,Wyoming,1998,570.71
2424,Wyoming_1999,Wyoming,1999,586.4
2425,Wyoming_2000,Wyoming,2000,611.97
2426,Wyoming_2001,Wyoming,2001,647.03
2427,Wyoming_2002,Wyoming,2002,688.59
2428,Wyoming_2003,Wyoming,2003,730.95
2429,Wyoming_2004,Wyoming,2004,798.87
2430,Wyoming_2005,Wyoming,2005,889.8
2431,Wyoming_2006,Wyoming,2006,1002.97
2432,Wyoming_2007,Wyoming,2007,1101.6
2433,Wyoming_2008,Wyoming,2008,1124.71
2434,Wyoming_2009,Wyoming,2009,1104.77
2435,Wyoming_2010,Wyoming,2010,1069.89
2436,Wyoming_2011,Wyoming,2011,1054.55
2437,Wyoming_2012,Wyoming,2012,1068.87
2438,Wyoming_2013,Wyoming,2013,1093.07
2439,Wyoming_2014,Wyoming,2014,1126.66
2440,Wyoming_2015,Wyoming,2015,1166.96
2441,Wyoming_2016,Wyoming,2016,1191.1
2442,Wyoming_2017,Wyoming,2017,1207.46
2443,Wyoming_2018,Wyoming,2018,1250.87
2444,Wyoming_2019,Wyoming,2019,1303.3
2445,Wyoming_2020,Wyoming,2020,1369.03
2446,Wyoming_2021,Wyoming,2021,1529.19
2447,Wyoming_2022,Wyoming,2022,859.59
